rating,rating_action_date,obligor_name,rating_outlook
CC,2020-07-28,Revlon Inc.,Negative
D,2020-11-19,Revlon Inc.,NM
CCC-,2020-12-08,Revlon Inc.,Negative
B,2012-11-13,Rex Energy Corp.,Stable
NR,2012-12-03,Rex Energy Corp.,NR
B,2012-12-06,Rex Energy Corp.,Stable
B,2013-09-26,Rex Energy Corp.,Stable
B,2014-02-18,Rex Energy Corp.,Stable
B-,2015-02-25,Rex Energy Corp.,Stable
B-,2015-02-26,Rex Energy Corp.,Stable
CCC-,2016-01-08,Rex Energy Corp.,Negative
CC,2016-02-12,Rex Energy Corp.,Negative
D,2016-04-04,Rex Energy Corp.,NM
NR,2016-06-03,Rex Energy Corp.,NR
BBB-,2010-09-08,Rexam PLC,Stable
BBB-,2011-11-30,Rexam PLC,Stable
BBB-,2012-08-13,Rexam PLC,Stable
BBB-,2013-08-09,Rexam PLC,Stable
BBB-,2014-10-30,Rexam PLC,Stable
BBB-,2015-02-23,Rexam PLC,Negative
BBB-,2015-10-26,Rexam PLC,Negative
BBB-,2015-10-27,Rexam PLC,Negative
BB+,2016-07-05,Rexam PLC,Negative
NR,2016-10-04,Rexam PLC,NR
BB-,2010-12-13,Rexel S.A.,Stable
BB-,2011-10-04,Rexel S.A.,Positive
BB,2011-11-10,Rexel S.A.,Stable
BB,2012-11-30,Rexel S.A.,Stable
BB,2013-09-27,Rexel S.A.,Stable
BB,2014-10-14,Rexel S.A.,Stable
BB,2015-05-19,Rexel S.A.,Stable
BB,2015-10-22,Rexel S.A.,Stable
BB,2016-05-03,Rexel S.A.,Stable
BB,2016-10-06,Rexel S.A.,Stable
BB,2017-02-27,Rexel S.A.,Stable
BB,2017-10-10,Rexel S.A.,Stable
BBB,2020-10-29,"Rexford Industrial Realty, Inc.",Stable
BBB,2020-10-29,"Rexford Industrial Realty, L.P.",Stable
B,2010-08-10,Rexnord LLC,Stable
B,2011-07-08,Rexnord LLC,Positive
B,2012-03-01,Rexnord LLC,Positive
B,2012-03-20,Rexnord LLC,Not Available
B+,2012-03-30,Rexnord LLC,Stable
B+,2013-03-01,Rexnord LLC,Stable
B+,2013-08-08,Rexnord LLC,Stable
BB-,2014-02-07,Rexnord LLC,Stable
BB-,2014-06-26,Rexnord LLC,Positive
BB-,2015-06-29,Rexnord LLC,Stable
BB-,2016-06-27,Rexnord LLC,Stable
BB-,2016-12-12,Rexnord LLC,Stable
BB-,2017-06-06,Rexnord LLC,Stable
BB-,2017-11-29,Rexnord LLC,Positive
BB-,2018-06-18,Rexnord LLC,Positive
BB,2019-06-18,Rexnord LLC,Stable
BB,2021-02-17,Rexnord LLC,Not Available
BB-,2011-03-11,Reynolds & Reynolds Co. (The),Positive
BB,2012-01-09,Reynolds & Reynolds Co. (The),Stable
BB,2013-01-31,Reynolds & Reynolds Co. (The),Stable
B,2013-07-24,Reynolds & Reynolds Co. (The),Stable
BBB-,2011-05-23,Reynolds American Inc.,Stable
BBB-,2011-08-02,Reynolds American Inc.,Stable
BBB-,2012-04-23,Reynolds American Inc.,Stable
BBB-,2013-04-26,Reynolds American Inc.,Stable
BBB-,2014-05-22,Reynolds American Inc.,Not Available
BBB-,2014-06-30,Reynolds American Inc.,Not Available
BBB-,2014-07-15,Reynolds American Inc.,Stable
BBB-,2015-06-09,Reynolds American Inc.,Stable
BBB-,2015-09-29,Reynolds American Inc.,Positive
BBB,2016-05-12,Reynolds American Inc.,Stable
BBB,2017-01-24,Reynolds American Inc.,Stable
BBB+,2017-05-11,Reynolds American Inc.,Stable
BBB+,2017-08-10,Reynolds American Inc.,Stable
BB,2020-01-21,Reynolds Consumer Products Inc.,Stable
BB+,2021-01-19,Reynolds Consumer Products Inc.,Stable
B,2014-02-18,Rhino Bondco SpA,Stable
B,2014-12-09,Rhino Bondco SpA,Stable
B,2015-11-26,Rhino Bondco SpA,Stable
B,2016-01-15,Rhino Bondco SpA,Not Available
BB,2016-03-25,Rhino Bondco SpA,Stable
BB,2011-04-05,Rhodia,Not Available
BB,2011-08-16,Rhodia,Not Available
BBB+,2011-09-07,Rhodia,Negative
BBB+,2012-07-18,Rhodia,Negative
BBB+,2013-07-23,Rhodia,Negative
BBB+,2013-10-08,Rhodia,Stable
BBB+,2014-06-24,Rhodia,Stable
B,2018-01-26,Rhodium Resources Pte. Ltd.,Stable
B-,2018-12-23,Rhodium Resources Pte. Ltd.,Stable
B-,2014-04-14,Rice Energy Inc.,Positive
B,2015-03-17,Rice Energy Inc.,Stable
B,2015-04-17,Rice Energy Inc.,Stable
B,2016-02-09,Rice Energy Inc.,Stable
B,2016-04-15,Rice Energy Inc.,Stable
B,2016-09-27,Rice Energy Inc.,Not Available
B+,2016-10-26,Rice Energy Inc.,Stable
B+,2017-04-18,Rice Energy Inc.,Stable
B+,2017-06-19,Rice Energy Inc.,Not Available
BBB,2017-11-13,Rice Energy Inc.,Negative
B,2017-04-04,Richmond UK Holdco Ltd.,Stable
B-,2018-03-19,Richmond UK Holdco Ltd.,Stable
B-,2019-03-20,Richmond UK Holdco Ltd.,Negative
CCC+,2020-04-14,Richmond UK Holdco Ltd.,Negative
CCC+,2021-06-16,Richmond UK Holdco Ltd.,Negative
A+,2011-01-25,Ricoh Co. Ltd.,Stable
A+,2011-11-07,Ricoh Co. Ltd.,Not Available
A+,2012-01-20,Ricoh Co. Ltd.,Not Available
A,2012-02-07,Ricoh Co. Ltd.,Negative
A,2013-02-06,Ricoh Co. Ltd.,Negative
A,2014-02-21,Ricoh Co. Ltd.,Stable
A,2015-02-11,Ricoh Co. Ltd.,Stable
A,2015-12-16,Ricoh Co. Ltd.,Stable
A,2016-01-22,Ricoh Co. Ltd.,Negative
A-,2016-05-18,Ricoh Co. Ltd.,Negative
A-,2017-01-13,Ricoh Co. Ltd.,Negative
A-,2017-02-22,Ricoh Co. Ltd.,Negative
A-,2018-01-25,Ricoh Co. Ltd.,Negative
BBB+,2018-03-06,Ricoh Co. Ltd.,Stable
BBB+,2020-11-10,Ricoh Co. Ltd.,Negative
A+,2010-07-30,Ricoh Finance Corp.,Stable
A+,2011-11-07,Ricoh Finance Corp.,Not Available
A+,2012-01-20,Ricoh Finance Corp.,Not Available
A,2012-02-07,Ricoh Finance Corp.,Negative
A,2013-02-06,Ricoh Finance Corp.,Negative
A,2014-02-21,Ricoh Finance Corp.,Stable
A,2015-02-11,Ricoh Finance Corp.,Stable
A,2015-12-16,Ricoh Finance Corp.,Stable
A,2016-01-22,Ricoh Finance Corp.,Negative
A-,2016-05-18,Ricoh Finance Corp.,Negative
A-,2017-01-13,Ricoh Finance Corp.,Negative
A-,2017-02-22,Ricoh Finance Corp.,Negative
A-,2018-01-25,Ricoh Finance Corp.,Negative
BBB+,2018-03-06,Ricoh Finance Corp.,Stable
BBB+,2020-11-10,Ricoh Finance Corp.,Negative
NR,2021-03-29,Ricoh Finance Corp.,NR
A+,2010-07-30,Ricoh Finance Nederland B.V.,Stable
A+,2011-11-07,Ricoh Finance Nederland B.V.,Not Available
A+,2012-01-20,Ricoh Finance Nederland B.V.,Not Available
A,2012-02-07,Ricoh Finance Nederland B.V.,Negative
A,2013-02-06,Ricoh Finance Nederland B.V.,Negative
A,2014-02-21,Ricoh Finance Nederland B.V.,Stable
A,2015-02-11,Ricoh Finance Nederland B.V.,Stable
A,2015-12-16,Ricoh Finance Nederland B.V.,Stable
A,2016-01-22,Ricoh Finance Nederland B.V.,Negative
A,2016-04-08,Ricoh Finance Nederland B.V.,Negative
A-,2013-03-11,Rikshem AB,Stable
A-,2014-03-28,Rikshem AB,Stable
A-,2015-02-10,Rikshem AB,Stable
A-,2016-02-16,Rikshem AB,Negative
A-,2017-02-16,Rikshem AB,Stable
A-,2018-02-16,Rikshem AB,Stable
A-,2019-02-20,Rikshem AB,Stable
A-,2020-03-02,Rikshem AB,Not Available
BBB+,2020-05-06,Rikshem AB,Stable
NR,2020-10-29,Rikshem AB,NR
B,2017-09-25,"Ring Container Technologies Group, LLC",Stable
B,2018-09-20,"Ring Container Technologies Group, LLC",Stable
B,2018-11-02,"Ring Container Technologies Group, LLC",Stable
B-,2020-04-10,"Ring Container Technologies Group, LLC",Negative
B-,2021-03-09,"Ring Container Technologies Group, LLC",Positive
BB,2010-10-19,Rio Paranapanema Energia S.A,Positive
BBB-,2011-12-19,Rio Paranapanema Energia S.A,Stable
BBB-,2012-12-28,Rio Paranapanema Energia S.A,Stable
BBB-,2013-11-13,Rio Paranapanema Energia S.A,Stable
BBB-,2014-12-22,Rio Paranapanema Energia S.A,Stable
BBB-,2015-07-28,Rio Paranapanema Energia S.A,Negative
BBB-,2015-09-10,Rio Paranapanema Energia S.A,Not Available
BBB-,2015-12-10,Rio Paranapanema Energia S.A,Negative
BB,2016-02-18,Rio Paranapanema Energia S.A,Negative
BB,2016-11-11,Rio Paranapanema Energia S.A,Negative
BB,2017-05-23,Rio Paranapanema Energia S.A,Not Available
BB,2017-08-16,Rio Paranapanema Energia S.A,Negative
BB+,2017-11-14,Rio Paranapanema Energia S.A,Negative
BB,2018-01-12,Rio Paranapanema Energia S.A,Stable
BB,2018-11-27,Rio Paranapanema Energia S.A,Stable
NR,2019-09-04,Rio Paranapanema Energia S.A,NR
A-,2011-04-18,Rio Tinto Alcan Inc.,Stable
A-,2012-05-02,Rio Tinto Alcan Inc.,Stable
A-,2013-02-25,Rio Tinto Alcan Inc.,Negative
A-,2014-02-27,Rio Tinto Alcan Inc.,Stable
A-,2015-02-26,Rio Tinto Alcan Inc.,Stable
A-,2015-04-13,Rio Tinto Alcan Inc.,Not Available
A-,2015-05-04,Rio Tinto Alcan Inc.,Stable
A-,2015-09-04,Rio Tinto Alcan Inc.,Negative
A-,2016-02-01,Rio Tinto Alcan Inc.,Not Available
A-,2016-02-12,Rio Tinto Alcan Inc.,Negative
A-,2016-02-22,Rio Tinto Alcan Inc.,Negative
A-,2016-08-30,Rio Tinto Alcan Inc.,Stable
A-,2017-02-20,Rio Tinto Alcan Inc.,Stable
A-,2017-04-18,Rio Tinto Alcan Inc.,Positive
A,2018-02-12,Rio Tinto Alcan Inc.,Stable
A,2018-03-21,Rio Tinto Alcan Inc.,Stable
A,2019-03-20,Rio Tinto Alcan Inc.,Stable
A-,2011-04-18,Rio Tinto America Inc.,Stable
A-,2012-05-02,Rio Tinto America Inc.,Stable
A-,2013-02-25,Rio Tinto America Inc.,Negative
A-,2014-02-27,Rio Tinto America Inc.,Stable
A-,2015-02-26,Rio Tinto America Inc.,Stable
A-,2015-04-13,Rio Tinto America Inc.,Not Available
A-,2015-05-04,Rio Tinto America Inc.,Stable
A-,2015-09-04,Rio Tinto America Inc.,Negative
A-,2016-02-01,Rio Tinto America Inc.,Not Available
A-,2016-02-12,Rio Tinto America Inc.,Negative
A-,2016-02-22,Rio Tinto America Inc.,Negative
A-,2016-08-30,Rio Tinto America Inc.,Stable
A-,2017-02-20,Rio Tinto America Inc.,Stable
A-,2017-04-18,Rio Tinto America Inc.,Positive
A,2018-02-12,Rio Tinto America Inc.,Stable
A,2018-03-21,Rio Tinto America Inc.,Stable
A,2019-03-20,Rio Tinto America Inc.,Stable
A-,2011-04-18,Rio Tinto Canada Inc.,Stable
A-,2012-05-02,Rio Tinto Canada Inc.,Stable
A-,2013-02-25,Rio Tinto Canada Inc.,Negative
A-,2014-02-27,Rio Tinto Canada Inc.,Stable
A-,2015-02-26,Rio Tinto Canada Inc.,Stable
A-,2015-04-13,Rio Tinto Canada Inc.,Not Available
A-,2015-05-04,Rio Tinto Canada Inc.,Stable
A-,2015-09-04,Rio Tinto Canada Inc.,Negative
A-,2016-02-01,Rio Tinto Canada Inc.,Not Available
A-,2016-02-12,Rio Tinto Canada Inc.,Negative
A-,2016-02-22,Rio Tinto Canada Inc.,Negative
A-,2016-08-30,Rio Tinto Canada Inc.,Stable
A-,2017-02-20,Rio Tinto Canada Inc.,Stable
A-,2017-04-18,Rio Tinto Canada Inc.,Positive
A,2018-02-12,Rio Tinto Canada Inc.,Stable
A,2018-03-21,Rio Tinto Canada Inc.,Stable
A,2019-03-20,Rio Tinto Canada Inc.,Stable
A-,2011-04-18,Rio Tinto Ltd.,Stable
A-,2012-05-02,Rio Tinto Ltd.,Stable
A-,2013-02-25,Rio Tinto Ltd.,Negative
A-,2014-02-27,Rio Tinto Ltd.,Stable
A-,2015-02-26,Rio Tinto Ltd.,Stable
A-,2015-04-13,Rio Tinto Ltd.,Not Available
A-,2015-05-04,Rio Tinto Ltd.,Stable
A-,2015-09-04,Rio Tinto Ltd.,Negative
A-,2016-02-01,Rio Tinto Ltd.,Not Available
A-,2016-02-12,Rio Tinto Ltd.,Negative
A-,2016-02-22,Rio Tinto Ltd.,Negative
A-,2016-08-30,Rio Tinto Ltd.,Stable
A-,2017-02-20,Rio Tinto Ltd.,Stable
A-,2017-04-18,Rio Tinto Ltd.,Positive
A,2018-02-12,Rio Tinto Ltd.,Stable
A,2018-03-21,Rio Tinto Ltd.,Stable
A,2019-03-20,Rio Tinto Ltd.,Stable
A-,2011-04-18,Rio Tinto PLC,Stable
A-,2012-05-02,Rio Tinto PLC,Stable
A-,2013-02-25,Rio Tinto PLC,Negative
A-,2014-02-27,Rio Tinto PLC,Stable
A-,2015-02-26,Rio Tinto PLC,Stable
A-,2015-04-13,Rio Tinto PLC,Not Available
A-,2015-05-04,Rio Tinto PLC,Stable
A-,2015-09-04,Rio Tinto PLC,Negative
A-,2016-02-01,Rio Tinto PLC,Not Available
A-,2016-02-12,Rio Tinto PLC,Negative
A-,2016-02-22,Rio Tinto PLC,Negative
A-,2016-08-30,Rio Tinto PLC,Stable
A-,2017-02-20,Rio Tinto PLC,Stable
A-,2017-04-18,Rio Tinto PLC,Positive
A,2018-02-12,Rio Tinto PLC,Stable
A,2018-03-21,Rio Tinto PLC,Stable
A,2019-03-20,Rio Tinto PLC,Stable
BBB,2011-05-11,RioCan Real Estate Investment Trust,Stable
BBB,2012-05-18,RioCan Real Estate Investment Trust,Stable
BBB,2012-12-05,RioCan Real Estate Investment Trust,Stable
BBB,2013-05-07,RioCan Real Estate Investment Trust,Stable
BBB,2014-07-24,RioCan Real Estate Investment Trust,Stable
BBB,2015-07-08,RioCan Real Estate Investment Trust,Stable
BBB,2016-07-20,RioCan Real Estate Investment Trust,Stable
BBB,2017-07-06,RioCan Real Estate Investment Trust,Stable
BBB,2017-10-02,RioCan Real Estate Investment Trust,Stable
BBB,2018-07-20,RioCan Real Estate Investment Trust,Stable
BBB,2021-06-04,RioCan Real Estate Investment Trust,Negative
BB-,2019-04-07,"Risesun Real Estate Development Co., Ltd.",Stable
B-,2021-05-12,"Rising Tide Holdings, Inc.",Stable
BB,2016-11-30,Ritchie Bros. Auctioneers Incorporated,Stable
BB,2017-11-28,Ritchie Bros. Auctioneers Incorporated,Stable
BB,2018-12-04,Ritchie Bros. Auctioneers Incorporated,Positive
BB+,2019-12-20,Ritchie Bros. Auctioneers Incorporated,Stable
BB+,2020-04-20,Ritchie Bros. Auctioneers Incorporated,Negative
BB+,2021-06-07,Ritchie Bros. Auctioneers Incorporated,Stable
B-,2011-02-17,Rite Aid Corp.,Stable
B-,2011-08-19,Rite Aid Corp.,Stable
B-,2012-02-14,Rite Aid Corp.,Stable
B-,2012-08-15,Rite Aid Corp.,Stable
B-,2013-02-04,Rite Aid Corp.,Stable
B-,2013-06-07,Rite Aid Corp.,Stable
B-,2013-07-24,Rite Aid Corp.,Stable
B,2013-09-30,Rite Aid Corp.,Stable
B,2013-11-11,Rite Aid Corp.,Stable
B,2014-07-23,Rite Aid Corp.,Stable
B,2015-03-19,Rite Aid Corp.,Positive
B,2015-04-06,Rite Aid Corp.,Positive
B,2015-10-28,Rite Aid Corp.,Not Available
B,2016-04-21,Rite Aid Corp.,Not Available
B,2017-04-18,Rite Aid Corp.,Not Available
B,2017-06-30,Rite Aid Corp.,Not Available
B,2017-10-19,Rite Aid Corp.,Stable
B,2018-04-17,Rite Aid Corp.,Stable
B,2018-08-13,Rite Aid Corp.,Negative
B-,2019-04-26,Rite Aid Corp.,Negative
D,2019-10-15,Rite Aid Corp.,NM
CCC+,2019-10-22,Rite Aid Corp.,Stable
B-,2011-02-17,Rite Aid Lease Management Co.,Stable
B-,2011-08-19,Rite Aid Lease Management Co.,Stable
B-,2012-02-14,Rite Aid Lease Management Co.,Stable
B-,2012-08-15,Rite Aid Lease Management Co.,Stable
B-,2013-02-04,Rite Aid Lease Management Co.,Stable
B-,2013-06-07,Rite Aid Lease Management Co.,Stable
B-,2013-07-24,Rite Aid Lease Management Co.,Stable
B,2013-09-30,Rite Aid Lease Management Co.,Stable
B,2013-11-11,Rite Aid Lease Management Co.,Stable
B,2014-07-23,Rite Aid Lease Management Co.,Stable
B,2015-03-19,Rite Aid Lease Management Co.,Positive
B,2015-04-06,Rite Aid Lease Management Co.,Positive
B,2015-10-28,Rite Aid Lease Management Co.,Not Available
B,2016-04-21,Rite Aid Lease Management Co.,Not Available
B,2017-04-18,Rite Aid Lease Management Co.,Not Available
B,2017-06-30,Rite Aid Lease Management Co.,Not Available
B,2017-10-19,Rite Aid Lease Management Co.,Stable
B,2018-04-17,Rite Aid Lease Management Co.,Stable
B,2018-08-13,Rite Aid Lease Management Co.,Negative
B-,2019-04-26,Rite Aid Lease Management Co.,Negative
B-,2019-10-15,Rite Aid Lease Management Co.,Not Available
NR,2019-10-22,Rite Aid Lease Management Co.,NR
B+,2013-11-26,River Cree Enterprises L.P.,Stable
B+,2014-11-28,River Cree Enterprises L.P.,Stable
B+,2015-10-09,River Cree Enterprises L.P.,Stable
B,2016-09-12,River Cree Enterprises L.P.,Negative
B,2017-09-01,River Cree Enterprises L.P.,Stable
NR,2018-06-27,River Cree Enterprises L.P.,NR
B-,2011-05-31,River Rock Entertainment Auth,Not Available
B-,2011-10-17,River Rock Entertainment Auth,Not Available
CCC,2011-10-28,River Rock Entertainment Auth,Not Available
D,2011-11-02,River Rock Entertainment Auth,Not Available
NR,2012-01-19,River Rock Entertainment Auth,NR
B,2017-02-23,"Riverbed Parent, Inc.",Stable
B,2017-05-11,"Riverbed Parent, Inc.",Negative
B,2018-02-23,"Riverbed Parent, Inc.",Negative
B,2018-08-21,"Riverbed Parent, Inc.",Stable
B-,2019-04-02,"Riverbed Parent, Inc.",Negative
CCC+,2019-08-23,"Riverbed Parent, Inc.",Negative
CCC,2020-11-25,"Riverbed Parent, Inc.",Negative
CC,2020-12-03,"Riverbed Parent, Inc.",Negative
D,2021-01-08,"Riverbed Parent, Inc.",NM
CCC+,2021-01-26,"Riverbed Parent, Inc.",Negative
BB,2012-11-30,Riverbed Technology Inc.,Stable
BB,2013-08-13,Riverbed Technology Inc.,Stable
NR,2013-12-31,Riverbed Technology Inc.,NR
B,2015-05-04,Riverbed Technology Inc.,Stable
B,2016-02-12,Riverbed Technology Inc.,Stable
B,2017-02-15,Riverbed Technology Inc.,Stable
B,2017-05-11,Riverbed Technology Inc.,Negative
B,2018-02-23,Riverbed Technology Inc.,Negative
B,2018-08-21,Riverbed Technology Inc.,Stable
B-,2019-04-02,Riverbed Technology Inc.,Negative
CCC+,2019-08-23,Riverbed Technology Inc.,Negative
CCC,2020-11-25,Riverbed Technology Inc.,Negative
CC,2020-12-03,Riverbed Technology Inc.,Negative
D,2021-01-08,Riverbed Technology Inc.,NM
CCC+,2021-01-26,Riverbed Technology Inc.,Negative
CCC,2010-06-04,Rivers Pittsburgh Borrower L.P,Negative
CCC,2011-07-27,Rivers Pittsburgh Borrower L.P,Not Available
CCC+,2011-08-19,Rivers Pittsburgh Borrower L.P,Stable
CCC+,2012-05-21,Rivers Pittsburgh Borrower L.P,Not Available
B,2012-06-14,Rivers Pittsburgh Borrower L.P,Stable
B,2013-05-20,Rivers Pittsburgh Borrower L.P,Stable
B,2014-06-25,Rivers Pittsburgh Borrower L.P,Stable
B,2015-06-22,Rivers Pittsburgh Borrower L.P,Stable
B,2016-05-24,Rivers Pittsburgh Borrower L.P,Stable
B,2016-07-11,Rivers Pittsburgh Borrower L.P,Stable
B,2017-04-28,Rivers Pittsburgh Borrower L.P,Stable
B,2018-04-20,Rivers Pittsburgh Borrower L.P,Stable
NR,2019-08-28,Rivers Pittsburgh Borrower L.P,NR
CCC+,2011-06-29,Riviera Holdings Corp.,Stable
CCC+,2012-08-27,Riviera Holdings Corp.,Negative
CCC+,2013-08-30,Riviera Holdings Corp.,Negative
CCC+,2014-09-05,Riviera Holdings Corp.,Negative
NR,2015-02-24,Riviera Holdings Corp.,NR
B,2012-04-12,"Road Infrastructure Investment Holdings, Inc.",Stable
B,2013-05-08,"Road Infrastructure Investment Holdings, Inc.",Stable
B,2014-03-06,"Road Infrastructure Investment Holdings, Inc.",Stable
B-,2014-09-15,"Road Infrastructure Investment Holdings, Inc.",Stable
B-,2015-03-13,"Road Infrastructure Investment Holdings, Inc.",Stable
B-,2016-03-03,"Road Infrastructure Investment Holdings, Inc.",Stable
B-,2016-06-01,"Road Infrastructure Investment Holdings, Inc.",Stable
B-,2017-03-10,"Road Infrastructure Investment Holdings, Inc.",Stable
B-,2018-03-12,"Road Infrastructure Investment Holdings, Inc.",Stable
CCC+,2018-12-04,"Road Infrastructure Investment Holdings, Inc.",Negative
CCC+,2019-12-06,"Road Infrastructure Investment Holdings, Inc.",Stable
CCC+,2020-03-27,"Road Infrastructure Investment Holdings, Inc.",Negative
CCC+,2020-12-01,"Road Infrastructure Investment Holdings, Inc.",Not Available
BBB+,2021-01-07,"Road Infrastructure Investment Holdings, Inc.",Negative
BB-,2011-01-27,Road King Infrastructure Ltd.,Stable
BB-,2011-08-18,Road King Infrastructure Ltd.,Not Available
BB-,2011-09-30,Road King Infrastructure Ltd.,Negative
BB-,2012-08-30,Road King Infrastructure Ltd.,Negative
BB-,2013-05-27,Road King Infrastructure Ltd.,Stable
BB-,2014-07-31,Road King Infrastructure Ltd.,Stable
BB-,2015-07-26,Road King Infrastructure Ltd.,Stable
BB-,2016-07-14,Road King Infrastructure Ltd.,Stable
BB-,2017-07-18,Road King Infrastructure Ltd.,Stable
BB-,2018-07-18,Road King Infrastructure Ltd.,Stable
BB-,2020-08-25,Road King Infrastructure Ltd.,Stable
B,2021-03-18,Roar BidCo AB,Positive
B-,2018-01-09,"Roaring Fork Intermediate, LLC",Stable
B+,2019-10-10,"Roaring Fork Intermediate, LLC",Stable
B+,2020-11-16,"Roaring Fork Intermediate, LLC",Stable
B+,2021-01-27,"Roaring Fork Intermediate, LLC",Stable
AA-,2010-06-21,Robert Bosch GmbH,Stable
AA-,2011-06-21,Robert Bosch GmbH,Stable
AA-,2012-06-21,Robert Bosch GmbH,Stable
AA-,2013-05-16,Robert Bosch GmbH,Stable
AA-,2014-07-15,Robert Bosch GmbH,Stable
AA-,2015-06-08,Robert Bosch GmbH,Stable
AA-,2016-06-27,Robert Bosch GmbH,Stable
AA-,2017-06-27,Robert Bosch GmbH,Stable
AA-,2018-06-27,Robert Bosch GmbH,Stable
AA-,2019-10-29,Robert Bosch GmbH,Negative
A+,2020-03-31,Robert Bosch GmbH,Negative
A,2020-10-23,Robert Bosch GmbH,Stable
B,2017-07-19,Robertshaw Holdings S.a.r.l,Stable
B,2018-01-05,Robertshaw Holdings S.a.r.l,Not Available
B,2018-02-06,Robertshaw Holdings S.a.r.l,Stable
B,2018-07-26,Robertshaw Holdings S.a.r.l,Stable
B,2019-08-29,Robertshaw Holdings S.a.r.l,Negative
NR,2019-09-10,Robertshaw Holdings S.a.r.l,NR
AA-,2011-06-02,Roche Holding AG,Stable
AA-,2012-06-13,Roche Holding AG,Stable
AA,2012-09-17,Roche Holding AG,Stable
AA,2013-09-12,Roche Holding AG,Stable
AA,2014-09-30,Roche Holding AG,Stable
AA,2015-09-28,Roche Holding AG,Stable
AA,2016-09-23,Roche Holding AG,Stable
AA,2017-09-21,Roche Holding AG,Stable
AA,2018-09-13,Roche Holding AG,Stable
BBB,2011-04-06,Rochester Gas & Electric Corp.,Stable
BBB,2011-12-15,Rochester Gas & Electric Corp.,Positive
BBB+,2012-04-24,Rochester Gas & Electric Corp.,Stable
BBB+,2012-10-15,Rochester Gas & Electric Corp.,Not Available
BBB+,2012-11-28,Rochester Gas & Electric Corp.,Negative
BBB+,2013-04-29,Rochester Gas & Electric Corp.,Stable
BBB+,2014-05-01,Rochester Gas & Electric Corp.,Positive
BBB+,2015-05-27,Rochester Gas & Electric Corp.,Positive
BBB+,2016-01-27,Rochester Gas & Electric Corp.,Positive
A-,2016-04-22,Rochester Gas & Electric Corp.,Stable
A-,2017-01-30,Rochester Gas & Electric Corp.,Stable
A-,2018-01-25,Rochester Gas & Electric Corp.,Stable
A-,2019-08-28,Rochester Gas & Electric Corp.,Stable
A-,2020-10-21,Rochester Gas & Electric Corp.,Stable
BBB-,2011-06-01,Rock-Tenn Co.,Stable
BBB-,2011-12-06,Rock-Tenn Co.,Stable
BBB-,2012-09-04,Rock-Tenn Co.,Stable
BBB-,2013-03-28,Rock-Tenn Co.,Positive
BBB-,2013-09-27,Rock-Tenn Co.,Positive
BBB,2014-05-09,Rock-Tenn Co.,Stable
BBB,2015-06-12,Rock-Tenn Co.,Stable
NR,2015-07-06,Rock-Tenn Co.,NR
B+,2012-02-16,"Rocket Software, Inc.",Stable
B+,2012-09-19,"Rocket Software, Inc.",Stable
B+,2013-02-11,"Rocket Software, Inc.",Stable
B+,2014-02-28,"Rocket Software, Inc.",Stable
B,2014-04-17,"Rocket Software, Inc.",Stable
B,2014-04-30,"Rocket Software, Inc.",Stable
B,2015-02-27,"Rocket Software, Inc.",Stable
B,2016-02-09,"Rocket Software, Inc.",Stable
B,2016-09-23,"Rocket Software, Inc.",Stable
B,2017-02-13,"Rocket Software, Inc.",Stable
B,2018-02-23,"Rocket Software, Inc.",Stable
B+,2018-03-21,"Rocket Software, Inc.",Stable
B,2018-11-02,"Rocket Software, Inc.",Stable
B,2019-10-30,"Rocket Software, Inc.",Negative
B-,2020-04-28,"Rocket Software, Inc.",Stable
B,2021-01-26,"Rocket Software, Inc.",Stable
B,2021-04-15,"Rocket Software, Inc.",Not Available
B-,2021-05-12,"Rocket Software, Inc.",Stable
BBB-,2010-07-19,Rockies Express Pipeline LLC,Stable
BBB-,2011-07-25,Rockies Express Pipeline LLC,Negative
BB,2012-01-30,Rockies Express Pipeline LLC,Stable
BB,2013-01-04,Rockies Express Pipeline LLC,Stable
BB,2014-04-15,Rockies Express Pipeline LLC,Stable
BB+,2015-04-14,Rockies Express Pipeline LLC,Stable
BB+,2015-04-27,Rockies Express Pipeline LLC,Stable
BB+,2016-02-10,Rockies Express Pipeline LLC,Stable
BB+,2016-03-15,Rockies Express Pipeline LLC,Stable
BB+,2016-05-26,Rockies Express Pipeline LLC,Negative
BB+,2017-02-21,Rockies Express Pipeline LLC,Stable
BB+,2018-01-25,Rockies Express Pipeline LLC,Stable
BB+,2018-02-15,Rockies Express Pipeline LLC,Not Available
BBB-,2018-07-17,Rockies Express Pipeline LLC,Stable
BBB-,2019-08-29,Rockies Express Pipeline LLC,Stable
BBB-,2020-02-12,Rockies Express Pipeline LLC,Stable
BBB-,2020-03-17,Rockies Express Pipeline LLC,Not Available
BB+,2020-04-10,Rockies Express Pipeline LLC,Negative
BB+,2021-03-24,Rockies Express Pipeline LLC,Stable
A-,2010-10-25,Rockland Electric Co.,Stable
A-,2011-10-25,Rockland Electric Co.,Stable
A-,2012-10-18,Rockland Electric Co.,Stable
A-,2013-08-22,Rockland Electric Co.,Stable
A-,2014-08-29,Rockland Electric Co.,Stable
A-,2015-08-27,Rockland Electric Co.,Stable
A-,2015-11-23,Rockland Electric Co.,Negative
A-,2016-05-11,Rockland Electric Co.,Negative
A-,2016-08-12,Rockland Electric Co.,Negative
